Tarih,Sayaç Etso Kodu,Üretim Miktari (MWh),Tüketim Miktari (MWh),Çekis Endüktif (MWh),Çekis Kapasitif (MWh),Veris Endüktif (MWh),Veris Kapasitif (MWh)
2023-08-01 00:15:00,40Z000000186720U,0,"0,005",0,0,0,"0,028"
2023-08-01 00:15:00,40Z000001668245U,"1,419",0,0,"0,077",0,0
2023-08-01 00:15:00,40Z000070752663N,"0,191","0,004",0,"0,001","0,01","0,026"
2023-08-01 00:15:00,40Z000000006678L,0,"9,028",0,0,0,"0,599"
2023-08-01 00:15:00,40Z000000006679J,0,"2,523",0,0,0,"1,083"
2023-08-01 00:15:00,40Z000000006682U,0,0,0,0,0,0
2023-08-01 00:15:00,40Z000000006683S,0,"0,008",0,0,0,"0,013"
2023-08-01 00:15:00,40Z000000006684Q,"1,192",0,0,0,"0,284",0
2023-08-01 00:15:00,40Z000000006686M,0,"3,282","0,211",0,0,0
2023-08-01 00:15:00,40Z000000006687K,0,"3,334","0,462",0,0,0
2023-08-01 00:15:00,40Z000000006688I,0,"1,94",0,0,0,"0,11"
2023-08-01 00:15:00,40Z000000006689G,0,"4,292","0,434",0,0,0
2023-08-01 00:15:00,40Z000000006986A,0,"0,85","0,053",0,0,0
2023-08-01 00:15:00,40Z000000007315F,0,"13,959","0,432",0,0,0
2023-08-01 00:15:00,40Z000000008044F,0,"2,381","0,305",0,0,0
2023-08-01 00:15:00,40Z000000008046B,0,"0,513","0,025",0,0,0
2023-08-01 00:15:00,40Z0000000080479,0,0,0,0,0,0
2023-08-01 00:15:00,40Z000000009920P,0,"6,49","0,161",0,0,0
2023-08-01 00:15:00,40Z000000077651V,0,"1,263",0,0,0,"0,536"
2023-08-01 00:15:00,40Z000000081261V,0,"1,265",0,0,0,"0,539"
2023-08-01 00:15:00,40Z000000099310Z,"0,9",0,0,0,"0,1",0
2023-08-01 00:15:00,40Z000000099623J,"0,022",0,0,0,"0,006",0
2023-08-01 00:15:00,40Z0000007484327,0,"1,93",0,0,0,"0,11"
2023-08-01 00:15:00,40Z000000954315B,0,"0,517","0,001",0,0,"0,001"
2023-08-01 00:15:00,40Z000001027858V,0,"1,364","0,186",0,0,0
2023-08-01 00:15:00,40Z000001027876T,0,"1,408","0,198",0,0,0
2023-08-01 00:15:00,40Z000001027885S,0,"0,765",0,0,0,"0,459"
2023-08-01 00:15:00,40Z000001233161X,0,"0,44","0,04",0,0,0
2023-08-01 00:15:00,40Z0000013748268,0,"4,441","0,534",0,0,0
2023-08-01 00:15:00,40Z000007706314S,0,"10,89",0,0,0,"0,39"
2023-08-01 00:15:00,40Z000007706315Q,0,"6,13","0,32",0,0,0
2023-08-01 00:15:00,40Z0000078956113,0,0,0,0,0,"0,001"
2023-08-01 00:15:00,40Z000007895723T,"0,853",0,0,0,"0,441",0
2023-08-01 00:15:00,40Z0000081007898,0,"15,68","0,41",0,0,0
2023-08-01 00:15:00,40Z000008100791L,0,"0,06",0,0,0,"0,33"
2023-08-01 00:15:00,40Z0000379854267,0,"1,813","0,015",0,0,"0,028"
2023-08-01 00:15:00,40Z0000379854275,0,"6,504","0,176",0,0,0
2023-08-01 00:15:00,40Z000055640589A,0,0,0,0,0,0
2023-08-01 00:15:00,40Z000099531620J,0,"1,438","0,12",0,0,0
2023-08-01 00:15:00,40Z000099531621H,0,"1,854",0,0,0,"0,077"
2023-08-01 00:15:00,40Z000099531640D,0,0,0,0,0,0
2023-08-01 00:15:00,40Z0001561011717,0,0,0,0,"0,048","0,034"
2023-08-01 00:15:00,40Z000156101300M,0,0,0,0,"0,055","0,027"
2023-08-01 00:15:00,40Z100001140176N,0,"0,814",0,0,0,"0,471"
2023-08-01 00:30:00,40Z000000186720U,0,"0,005",0,0,0,"0,028"
2023-08-01 00:30:00,40Z000001668245U,"1,417",0,0,"0,073",0,0
2023-08-01 00:30:00,40Z000070752663N,0,"0,011",0,0,0,"0,039"
2023-08-01 00:30:00,40Z000000006678L,0,"8,686",0,0,0,"0,686"
2023-08-01 00:30:00,40Z000000006679J,0,"2,416",0,0,0,"1,116"
2023-08-01 00:30:00,40Z000000006682U,0,0,0,0,0,0
2023-08-01 00:30:00,40Z000000006683S,0,"0,008",0,0,0,"0,015"
2023-08-01 00:30:00,40Z000000006684Q,"1,054",0,0,0,"0,3",0
2023-08-01 00:30:00,40Z000000006686M,0,"3,304","0,2",0,0,0
2023-08-01 00:30:00,40Z000000006687K,0,"3,357","0,448",0,0,0
2023-08-01 00:30:00,40Z000000006688I,0,"1,92",0,0,0,"0,12"
2023-08-01 00:30:00,40Z000000006689G,0,"4,259","0,419",0,0,0
2023-08-01 00:30:00,40Z000000006986A,0,"0,829","0,046",0,0,0
2023-08-01 00:30:00,40Z000000007315F,0,"13,278","0,308",0,0,0
2023-08-01 00:30:00,40Z000000008044F,0,"2,366","0,291",0,0,0
2023-08-01 00:30:00,40Z000000008046B,0,"0,48","0,023",0,0,0
2023-08-01 00:30:00,40Z0000000080479,0,0,0,0,0,0
2023-08-01 00:30:00,40Z000000009920P,0,"6,4","0,116",0,0,0
2023-08-01 00:30:00,40Z000000077651V,0,"1,209",0,0,0,"0,552"
2023-08-01 00:30:00,40Z000000081261V,0,"1,212",0,0,0,"0,555"
2023-08-01 00:30:00,40Z000000099310Z,"0,9",0,0,0,"0,1",0
2023-08-01 00:30:00,40Z000000099623J,"0,021",0,0,0,"0,007",0
2023-08-01 00:30:00,40Z0000007484327,0,"1,91",0,0,0,"0,12"
2023-08-01 00:30:00,40Z000000954315B,0,"0,484",0,0,0,"0,003"
2023-08-01 00:30:00,40Z000001027858V,0,"1,331","0,174",0,0,0
2023-08-01 00:30:00,40Z000001027876T,0,"1,374","0,184",0,0,0
2023-08-01 00:30:00,40Z000001027885S,0,"0,736",0,0,0,"0,469"
2023-08-01 00:30:00,40Z000001233161X,0,"0,443","0,04",0,0,0
2023-08-01 00:30:00,40Z0000013748268,0,"4,407","0,518",0,0,0
2023-08-01 00:30:00,40Z000007706314S,0,"10,95",0,0,0,"0,38"
2023-08-01 00:30:00,40Z000007706315Q,0,"5,96","0,24",0,0,0
2023-08-01 00:30:00,40Z0000078956113,0,0,0,0,"0,001",0
2023-08-01 00:30:00,40Z000007895723T,"0,805",0,0,0,"0,42",0
2023-08-01 00:30:00,40Z0000081007898,0,"15,32","0,3",0,0,0
2023-08-01 00:30:00,40Z000008100791L,0,"0,06",0,0,0,"0,34"
2023-08-01 00:30:00,40Z0000379854267,0,"1,867","0,016",0,0,"0,039"
2023-08-01 00:30:00,40Z0000379854275,0,"6,233","0,107",0,0,0
2023-08-01 00:30:00,40Z000055640589A,0,0,0,0,0,0
2023-08-01 00:30:00,40Z000099531620J,0,"1,446","0,113",0,0,0
2023-08-01 00:30:00,40Z000099531621H,0,"1,859",0,0,0,"0,089"
2023-08-01 00:30:00,40Z000099531640D,0,0,0,0,0,0
2023-08-01 00:30:00,40Z0001561011717,0,0,0,0,"0,048","0,033"
2023-08-01 00:30:00,40Z000156101300M,0,0,0,0,"0,056","0,025"
2023-08-01 00:30:00,40Z100001140176N,0,"0,782",0,0,0,"0,481"
2023-08-01 00:45:00,40Z000000186720U,0,"0,006",0,0,0,"0,028"
2023-08-01 00:45:00,40Z000001668245U,"1,417",0,0,"0,074",0,0
2023-08-01 00:45:00,40Z000070752663N,0,"0,011",0,0,0,"0,038"
2023-08-01 00:45:00,40Z000000006678L,0,"8,355",0,0,0,"0,706"
2023-08-01 00:45:00,40Z000000006679J,0,"2,413",0,0,0,"1,115"
2023-08-01 00:45:00,40Z000000006682U,0,0,0,0,0,0
2023-08-01 00:45:00,40Z000000006683S,0,"0,007",0,0,0,"0,015"
2023-08-01 00:45:00,40Z000000006684Q,"1,095",0,0,0,"0,294",0
2023-08-01 00:45:00,40Z000000006686M,0,"3,262","0,189",0,0,0
2023-08-01 00:45:00,40Z000000006687K,0,"3,313","0,439",0,0,0
2023-08-01 00:45:00,40Z000000006688I,0,"1,9",0,0,0,"0,12"
2023-08-01 00:45:00,40Z000000006689G,0,"4,256","0,424",0,0,0
2023-08-01 00:45:00,40Z000000006986A,0,"0,821","0,045",0,0,0
2023-08-01 00:45:00,40Z000000007315F,0,"13,822","0,331",0,0,0
2023-08-01 00:45:00,40Z000000008044F,0,"2,325","0,285",0,0,0
2023-08-01 00:45:00,40Z000000008046B,0,"0,466","0,021",0,0,0
2023-08-01 00:45:00,40Z0000000080479,0,0,0,0,0,0
2023-08-01 00:45:00,40Z000000009920P,0,"6,426","0,142",0,0,0
2023-08-01 00:45:00,40Z000000077651V,0,"1,207",0,0,0,"0,551"
2023-08-01 00:45:00,40Z000000081261V,0,"1,21",0,0,0,"0,555"
2023-08-01 00:45:00,40Z000000099310Z,"0,9",0,0,0,"0,1",0
2023-08-01 00:45:00,40Z000000099623J,"0,022",0,0,0,"0,006",0
2023-08-01 00:45:00,40Z0000007484327,0,"1,89",0,0,0,"0,11"
2023-08-01 00:45:00,40Z000000954315B,0,"0,47",0,0,0,"0,005"
2023-08-01 00:45:00,40Z000001027858V,0,"1,301","0,173",0,0,0
2023-08-01 00:45:00,40Z000001027876T,0,"1,343","0,184",0,0,0
2023-08-01 00:45:00,40Z000001027885S,0,"0,709",0,0,0,"0,475"
2023-08-01 00:45:00,40Z000001233161X,0,"0,422","0,037",0,0,0
2023-08-01 00:45:00,40Z0000013748268,0,"4,405","0,524",0,0,0
2023-08-01 00:45:00,40Z000007706314S,0,"10,79",0,0,0,"0,3"
2023-08-01 00:45:00,40Z000007706315Q,0,"5,77","0,22",0,0,0
2023-08-01 00:45:00,40Z0000078956113,0,0,0,0,0,"0,001"
2023-08-01 00:45:00,40Z000007895723T,"0,783",0,0,0,"0,431",0
2023-08-01 00:45:00,40Z0000081007898,0,"14,93","0,23",0,0,0
2023-08-01 00:45:00,40Z000008100791L,0,"0,06",0,0,0,"0,34"
2023-08-01 00:45:00,40Z0000379854267,0,"1,886","0,012",0,0,"0,014"
2023-08-01 00:45:00,40Z0000379854275,0,"6,04","0,1",0,0,0
2023-08-01 00:45:00,40Z000055640589A,0,0,0,0,0,0
2023-08-01 00:45:00,40Z000099531620J,0,"1,437","0,114",0,0,0
2023-08-01 00:45:00,40Z000099531621H,0,"1,853",0,0,0,"0,086"
2023-08-01 00:45:00,40Z000099531640D,0,0,0,0,0,0
2023-08-01 00:45:00,40Z0001561011717,0,0,0,0,"0,048","0,034"
2023-08-01 00:45:00,40Z000156101300M,0,0,0,0,"0,053","0,03"
2023-08-01 00:45:00,40Z100001140176N,0,"0,752",0,0,0,"0,487"
2023-08-01 01:00:00,40Z000000186720U,0,"0,004",0,0,0,"0,029"
2023-08-01 01:00:00,40Z000001668245U,"1,417",0,0,"0,075","0,007",0
2023-08-01 01:00:00,40Z000070752663N,0,"0,012",0,0,0,"0,038"
2023-08-01 01:00:00,40Z000000006678L,0,"8,085",0,0,0,"0,731"
2023-08-01 01:00:00,40Z000000006679J,0,"2,488",0,0,0,"1,103"
2023-08-01 01:00:00,40Z000000006682U,0,0,0,0,0,0
2023-08-01 01:00:00,40Z000000006683S,0,"0,008",0,0,0,"0,014"
2023-08-01 01:00:00,40Z000000006684Q,"1,135",0,0,0,"0,279",0
2023-08-01 01:00:00,40Z000000006686M,0,"3,202","0,179",0,0,0
2023-08-01 01:00:00,40Z000000006687K,0,"3,253","0,428",0,0,0
2023-08-01 01:00:00,40Z000000006688I,0,"1,85",0,0,0,"0,14"
2023-08-01 01:00:00,40Z000000006689G,0,"4,186","0,415",0,0,0
2023-08-01 01:00:00,40Z000000006986A,0,"0,835","0,051",0,0,0
2023-08-01 01:00:00,40Z000000007315F,0,"13,031","0,236",0,0,0
2023-08-01 01:00:00,40Z000000008044F,0,"2,285","0,287",0,0,0
2023-08-01 01:00:00,40Z000000008046B,0,"0,519","0,028",0,0,0
2023-08-01 01:00:00,40Z0000000080479,0,0,0,0,0,0
2023-08-01 01:00:00,40Z000000009920P,0,"6,351","0,132",0,0,0
2023-08-01 01:00:00,40Z000000077651V,0,"1,246",0,0,0,"0,545"
2023-08-01 01:00:00,40Z000000081261V,0,"1,248",0,0,0,"0,549"
2023-08-01 01:00:00,40Z000000099310Z,"0,9",0,0,0,"0,1",0
2023-08-01 01:00:00,40Z000000099623J,"0,022",0,0,0,"0,005",0
2023-08-01 01:00:00,40Z0000007484327,0,"1,85",0,0,0,"0,14"
2023-08-01 01:00:00,40Z000000954315B,0,"0,523","0,006",0,0,"0,004"
2023-08-01 01:00:00,40Z000001027858V,0,"1,268","0,174",0,0,0
2023-08-01 01:00:00,40Z000001027876T,0,"1,309","0,185",0,0,0
2023-08-01 01:00:00,40Z000001027885S,0,"0,701",0,0,0,"0,474"
2023-08-01 01:00:00,40Z000001233161X,0,"0,414","0,033",0,0,0
2023-08-01 01:00:00,40Z0000013748268,0,"4,331","0,515",0,0,0
2023-08-01 01:00:00,40Z000007706314S,0,"10,58",0,0,0,"0,29"
2023-08-01 01:00:00,40Z000007706315Q,0,"5,62","0,21",0,0,0
2023-08-01 01:00:00,40Z0000078956113,0,0,0,0,0,0
2023-08-01 01:00:00,40Z000007895723T,"0,689",0,0,0,"0,412",0
2023-08-01 01:00:00,40Z0000081007898,0,"14,68","0,21",0,0,0
2023-08-01 01:00:00,40Z000008100791L,0,"0,06",0,0,0,"0,33"
2023-08-01 01:00:00,40Z0000379854267,0,"1,893","0,015",0,0,"0,015"
2023-08-01 01:00:00,40Z0000379854275,0,"5,811","0,024",0,0,"0,011"
2023-08-01 01:00:00,40Z000055640589A,0,0,0,0,0,0
2023-08-01 01:00:00,40Z000099531620J,0,"1,437","0,119",0,0,0
2023-08-01 01:00:00,40Z000099531621H,0,"1,85",0,0,0,"0,081"
2023-08-01 01:00:00,40Z000099531640D,0,0,0,0,0,0
2023-08-01 01:00:00,40Z0001561011717,0,0,0,0,"0,051","0,031"
2023-08-01 01:00:00,40Z000156101300M,0,0,0,0,"0,055","0,027"
2023-08-01 01:00:00,40Z100001140176N,0,"0,744",0,0,0,"0,486"
2023-08-01 01:15:00,40Z000000186720U,0,"0,005",0,0,0,"0,028"
2023-08-01 01:15:00,40Z000001668245U,"1,415",0,0,"0,106",0,0
2023-08-01 01:15:00,40Z000070752663N,"0,305","0,003",0,0,"0,026","0,007"
2023-08-01 01:15:00,40Z000000006678L,0,"7,916",0,0,0,"0,699"
2023-08-01 01:15:00,40Z000000006679J,0,"2,504",0,0,0,"1,094"
2023-08-01 01:15:00,40Z000000006682U,0,0,0,0,0,0
2023-08-01 01:15:00,40Z000000006683S,0,"0,008",0,0,0,"0,013"
2023-08-01 01:15:00,40Z000000006684Q,"1,451",0,0,0,"0,264",0
2023-08-01 01:15:00,40Z000000006686M,0,"3,087","0,183",0,0,0
2023-08-01 01:15:00,40Z000000006687K,0,"3,137","0,436",0,0,0
2023-08-01 01:15:00,40Z000000006688I,0,"1,8",0,0,0,"0,15"
2023-08-01 01:15:00,40Z000000006689G,0,"4,175","0,435",0,0,0
2023-08-01 01:15:00,40Z000000006986A,0,"0,838","0,059",0,0,0
2023-08-01 01:15:00,40Z000000007315F,0,"13,006","0,277",0,0,0
2023-08-01 01:15:00,40Z000000008044F,0,"2,254","0,295",0,0,0
2023-08-01 01:15:00,40Z000000008046B,0,"1,018","0,09",0,0,0
2023-08-01 01:15:00,40Z0000000080479,0,0,0,0,0,0
2023-08-01 01:15:00,40Z000000009920P,0,"6,34","0,157",0,0,0
2023-08-01 01:15:00,40Z000000077651V,0,"1,253",0,0,0,"0,542"
2023-08-01 01:15:00,40Z000000081261V,0,"1,256",0,0,0,"0,544"
2023-08-01 01:15:00,40Z000000099310Z,"0,9",0,0,0,"0,1",0
2023-08-01 01:15:00,40Z000000099623J,"0,021",0,0,0,"0,005",0
2023-08-01 01:15:00,40Z0000007484327,0,"1,79",0,0,0,"0,14"
2023-08-01 01:15:00,40Z000000954315B,0,"1,02","0,066",0,0,0
2023-08-01 01:15:00,40Z000001027858V,0,"1,227","0,175",0,0,0
2023-08-01 01:15:00,40Z000001027876T,0,"1,266","0,185",0,0,0
2023-08-01 01:15:00,40Z000001027885S,0,"0,689",0,0,0,"0,468"
2023-08-01 01:15:00,40Z000001233161X,0,"0,416","0,023",0,0,0
2023-08-01 01:15:00,40Z0000013748268,0,"4,321","0,536",0,0,0
2023-08-01 01:15:00,40Z000007706314S,0,"10,41",0,0,0,"0,28"
2023-08-01 01:15:00,40Z000007706315Q,0,"5,54","0,25",0,0,0
2023-08-01 01:15:00,40Z0000078956113,0,0,0,0,"0,001","0,001"
2023-08-01 01:15:00,40Z000007895723T,"0,68",0,0,0,"0,372",0
2023-08-01 01:15:00,40Z0000081007898,0,"14,43","0,21",0,0,0
2023-08-01 01:15:00,40Z000008100791L,0,"0,05",0,0,0,"0,34"
2023-08-01 01:15:00,40Z0000379854267,0,"1,859","0,008",0,0,"0,013"
2023-08-01 01:15:00,40Z0000379854275,0,"5,586","0,005",0,0,"0,014"
2023-08-01 01:15:00,40Z000055640589A,0,0,0,0,0,0
2023-08-01 01:15:00,40Z000099531620J,0,"1,421","0,122",0,0,0
2023-08-01 01:15:00,40Z000099531621H,0,"1,829",0,0,0,"0,075"
2023-08-01 01:15:00,40Z000099531640D,0,0,0,0,0,0
2023-08-01 01:15:00,40Z0001561011717,0,0,0,0,"0,048","0,034"
2023-08-01 01:15:00,40Z000156101300M,0,0,0,0,"0,055","0,028"
2023-08-01 01:15:00,40Z100001140176N,0,"0,731",0,0,0,"0,479"
2023-08-01 01:30:00,40Z000000186720U,0,"0,005",0,0,0,"0,028"
2023-08-01 01:30:00,40Z000001668245U,"0,126","0,004",0,"0,005","0,006","0,013"
2023-08-01 01:30:00,40Z000070752663N,"0,455",0,0,0,"0,029",0
2023-08-01 01:30:00,40Z000000006678L,0,"7,68",0,0,0,"0,749"
2023-08-01 01:30:00,40Z000000006679J,0,"2,472",0,0,0,"1,113"
2023-08-01 01:30:00,40Z000000006682U,0,0,0,0,0,0
2023-08-01 01:30:00,40Z000000006683S,0,"0,008",0,0,0,"0,013"
2023-08-01 01:30:00,40Z000000006684Q,"1,554",0,0,0,"0,258",0
2023-08-01 01:30:00,40Z000000006686M,0,"3,054","0,172",0,0,0
2023-08-01 01:30:00,40Z000000006687K,0,"3,103","0,424",0,0,0
2023-08-01 01:30:00,40Z000000006688I,0,"1,81",0,0,0,"0,14"
2023-08-01 01:30:00,40Z000000006689G,0,"4,174","0,424",0,0,0
2023-08-01 01:30:00,40Z000000006986A,0,"0,836","0,056",0,0,0
2023-08-01 01:30:00,40Z000000007315F,0,"13,279","0,231",0,0,0
2023-08-01 01:30:00,40Z000000008044F,0,"2,236","0,284",0,0,0
2023-08-01 01:30:00,40Z000000008046B,0,"1,014","0,084",0,0,0
2023-08-01 01:30:00,40Z0000000080479,0,0,0,0,0,0
2023-08-01 01:30:00,40Z000000009920P,0,"6,343","0,152",0,0,0
2023-08-01 01:30:00,40Z000000077651V,0,"1,237",0,0,0,"0,55"
2023-08-01 01:30:00,40Z000000081261V,0,"1,24",0,0,0,"0,554"
2023-08-01 01:30:00,40Z000000099310Z,"0,9",0,0,0,"0,09",0
2023-08-01 01:30:00,40Z000000099623J,"0,022",0,0,0,"0,005",0
2023-08-01 01:30:00,40Z0000007484327,0,"1,81",0,0,0,"0,15"
2023-08-01 01:30:00,40Z000000954315B,0,"1,017","0,059",0,0,0
2023-08-01 01:30:00,40Z000001027858V,0,"1,194","0,168",0,0,0
2023-08-01 01:30:00,40Z000001027876T,0,"1,233","0,177",0,0,0
2023-08-01 01:30:00,40Z000001027885S,0,"0,653",0,0,0,"0,476"
2023-08-01 01:30:00,40Z000001233161X,0,"0,419","0,028",0,0,0
2023-08-01 01:30:00,40Z0000013748268,0,"4,32","0,525",0,0,0
2023-08-01 01:30:00,40Z000007706314S,0,"9,95",0,0,0,"0,41"
2023-08-01 01:30:00,40Z000007706315Q,0,"5,42","0,22",0,0,0
2023-08-01 01:30:00,40Z0000078956113,0,0,0,0,0,0
2023-08-01 01:30:00,40Z000007895723T,"0,059","0,672",0,0,"0,044","0,452"
2023-08-01 01:30:00,40Z0000081007898,0,"14,3","0,19",0,0,0
2023-08-01 01:30:00,40Z000008100791L,0,"0,06",0,0,0,"0,34"
2023-08-01 01:30:00,40Z0000379854267,0,"1,818","0,007",0,0,"0,013"
2023-08-01 01:30:00,40Z0000379854275,0,"5,528","0,026",0,0,"0,003"
2023-08-01 01:30:00,40Z000055640589A,0,0,0,0,0,0
2023-08-01 01:30:00,40Z000099531620J,0,"1,418","0,12",0,0,0
2023-08-01 01:30:00,40Z000099531621H,0,"1,827",0,0,0,"0,076"
2023-08-01 01:30:00,40Z000099531640D,0,0,0,0,0,0
2023-08-01 01:30:00,40Z0001561011717,0,0,0,0,"0,05","0,034"
2023-08-01 01:30:00,40Z000156101300M,0,0,0,0,"0,056","0,025"
2023-08-01 01:30:00,40Z100001140176N,0,"0,689",0,0,0,"0,487"
2023-08-01 01:45:00,40Z000000186720U,0,"0,004",0,0,0,"0,029"
2023-08-01 01:45:00,40Z000001668245U,0,"0,004",0,0,0,"0,014"
2023-08-01 01:45:00,40Z000070752663N,"0,46",0,0,0,"0,029",0
2023-08-01 01:45:00,40Z000000006678L,0,"7,501",0,0,0,"0,761"
2023-08-01 01:45:00,40Z000000006679J,0,"2,36",0,0,0,"1,135"
2023-08-01 01:45:00,40Z000000006682U,0,0,0,0,0,0
2023-08-01 01:45:00,40Z000000006683S,0,"0,007",0,0,0,"0,014"
2023-08-01 01:45:00,40Z000000006684Q,"1,572",0,0,0,"0,256",0
2023-08-01 01:45:00,40Z000000006686M,0,"3,03","0,166",0,0,0
2023-08-01 01:45:00,40Z000000006687K,0,"3,079","0,419",0,0,0
2023-08-01 01:45:00,40Z000000006688I,0,"1,81",0,0,0,"0,16"
2023-08-01 01:45:00,40Z000000006689G,0,"4,141","0,415",0,0,0
2023-08-01 01:45:00,40Z000000006986A,0,"0,813","0,053",0,0,0
2023-08-01 01:45:00,40Z000000007315F,0,"13,243","0,214",0,0,0
2023-08-01 01:45:00,40Z000000008044F,0,"2,211","0,276",0,0,0
2023-08-01 01:45:00,40Z000000008046B,0,"1,003","0,072",0,0,0
2023-08-01 01:45:00,40Z0000000080479,0,0,0,0,0,0
2023-08-01 01:45:00,40Z000000009920P,0,"6,262","0,128",0,0,0
2023-08-01 01:45:00,40Z000000077651V,0,"1,181",0,0,0,"0,561"
2023-08-01 01:45:00,40Z000000081261V,0,"1,184",0,0,0,"0,564"
2023-08-01 01:45:00,40Z000000099310Z,"0,9",0,0,0,"0,11",0
2023-08-01 01:45:00,40Z000000099623J,"0,021",0,0,0,"0,005",0
2023-08-01 01:45:00,40Z0000007484327,0,"1,8",0,0,0,"0,15"
2023-08-01 01:45:00,40Z000000954315B,0,"1,004","0,048",0,0,0
2023-08-01 01:45:00,40Z000001027858V,0,"1,169","0,163",0,0,0
2023-08-01 01:45:00,40Z000001027876T,0,"1,207","0,174",0,0,0
2023-08-01 01:45:00,40Z000001027885S,0,"0,643",0,0,0,"0,48"
2023-08-01 01:45:00,40Z000001233161X,0,"0,423","0,035",0,0,0
2023-08-01 01:45:00,40Z0000013748268,0,"4,285","0,516",0,0,0
2023-08-01 01:45:00,40Z000007706314S,0,"9,88",0,0,0,"0,44"
2023-08-01 01:45:00,40Z000007706315Q,0,"5,32","0,19",0,0,0
2023-08-01 01:45:00,40Z0000078956113,0,0,0,0,"0,001","0,001"
2023-08-01 01:45:00,40Z000007895723T,0,"0,74",0,0,0,"0,491"
2023-08-01 01:45:00,40Z0000081007898,0,"14,02","0,15",0,0,0
2023-08-01 01:45:00,40Z000008100791L,0,"0,05",0,0,0,"0,34"
2023-08-01 01:45:00,40Z0000379854267,0,"1,792","0,006",0,0,"0,015"
2023-08-01 01:45:00,40Z0000379854275,0,"5,302",0,0,0,"0,043"
2023-08-01 01:45:00,40Z000055640589A,0,0,0,0,0,0
2023-08-01 01:45:00,40Z000099531620J,0,"1,414","0,118",0,0,0
2023-08-01 01:45:00,40Z000099531621H,0,"1,82",0,0,0,"0,078"
2023-08-01 01:45:00,40Z000099531640D,0,0,0,0,0,0
2023-08-01 01:45:00,40Z0001561011717,0,0,0,0,"0,051","0,031"
2023-08-01 01:45:00,40Z000156101300M,0,0,0,0,"0,055","0,028"
2023-08-01 01:45:00,40Z100001140176N,0,"0,68",0,0,0,"0,49"
2023-08-01 02:00:00,40Z000000186720U,0,"0,005",0,0,0,"0,028"
2023-08-01 02:00:00,40Z000001668245U,0,"0,003",0,0,0,"0,015"
2023-08-01 02:00:00,40Z000070752663N,"0,5",0,0,0,"0,034",0
2023-08-01 02:00:00,40Z000000006678L,0,"7,387",0,0,0,"0,777"
2023-08-01 02:00:00,40Z000000006679J,0,"2,334",0,0,0,"1,119"
2023-08-01 02:00:00,40Z000000006682U,0,0,0,0,0,0
2023-08-01 02:00:00,40Z000000006683S,0,"0,008",0,0,0,"0,013"
2023-08-01 02:00:00,40Z000000006684Q,"1,602",0,0,0,"0,258",0
2023-08-01 02:00:00,40Z000000006686M,0,"2,991","0,155",0,0,0
2023-08-01 02:00:00,40Z000000006687K,0,"3,039","0,407",0,0,0
2023-08-01 02:00:00,40Z000000006688I,0,"1,8",0,0,0,"0,15"
2023-08-01 02:00:00,40Z000000006689G,0,"4,153","0,418",0,0,0
2023-08-01 02:00:00,40Z000000006986A,0,"0,807","0,049",0,0,0
2023-08-01 02:00:00,40Z000000007315F,0,"13,166","0,207",0,0,0
2023-08-01 02:00:00,40Z000000008044F,0,"2,211","0,284",0,0,0
2023-08-01 02:00:00,40Z000000008046B,0,"0,997","0,072",0,0,0
2023-08-01 02:00:00,40Z0000000080479,0,0,0,0,0,0
2023-08-01 02:00:00,40Z000000009920P,0,"6,302","0,138",0,0,0
2023-08-01 02:00:00,40Z000000077651V,0,"1,168",0,0,0,"0,554"
2023-08-01 02:00:00,40Z000000081261V,0,"1,171",0,0,0,"0,557"
2023-08-01 02:00:00,40Z000000099310Z,"0,9",0,0,0,"0,1",0
2023-08-01 02:00:00,40Z000000099623J,"0,021",0,0,0,"0,004",0
2023-08-01 02:00:00,40Z0000007484327,0,"1,79",0,0,0,"0,15"
2023-08-01 02:00:00,40Z000000954315B,0,1,"0,047",0,0,0
2023-08-01 02:00:00,40Z000001027858V,0,"1,144","0,161",0,0,0
2023-08-01 02:00:00,40Z000001027876T,0,"1,181","0,171",0,0,0
2023-08-01 02:00:00,40Z000001027885S,0,"0,636",0,0,0,"0,478"
2023-08-01 02:00:00,40Z000001233161X,0,"0,424","0,037",0,0,0
2023-08-01 02:00:00,40Z0000013748268,0,"4,297","0,519",0,0,0
2023-08-01 02:00:00,40Z000007706314S,0,"9,73",0,0,0,"0,46"
2023-08-01 02:00:00,40Z000007706315Q,0,"5,23","0,2",0,0,0
2023-08-01 02:00:00,40Z0000078956113,0,0,0,0,0,0
2023-08-01 02:00:00,40Z000007895723T,0,"0,723",0,0,0,"0,512"
2023-08-01 02:00:00,40Z0000081007898,0,"13,78","0,11",0,0,0
2023-08-01 02:00:00,40Z000008100791L,0,"0,06",0,0,0,"0,34"
2023-08-01 02:00:00,40Z0000379854267,0,"1,774","0,005",0,0,"0,013"
2023-08-01 02:00:00,40Z0000379854275,0,"5,25",0,0,0,"0,029"
2023-08-01 02:00:00,40Z000055640589A,0,0,0,0,0,0
2023-08-01 02:00:00,40Z000099531620J,0,"1,409","0,12",0,0,0
2023-08-01 02:00:00,40Z000099531621H,0,"1,814",0,0,0,"0,076"
2023-08-01 02:00:00,40Z000099531640D,0,0,0,0,0,0
2023-08-01 02:00:00,40Z0001561011717,0,0,0,0,"0,051","0,032"
2023-08-01 02:00:00,40Z000156101300M,0,0,0,0,"0,055","0,028"
