Tarih,Sayaç Etso Kodu,Üretim Miktari (MWh),Tüketim Miktari (MWh),Çekis Endüktif (MWh),Çekis Kapasitif (MWh),Veris Endüktif (MWh),Veris Kapasitif (MWh)
2023-08-02 03:30:00,40Z000000006682U,0,0,0,0,0,0
2023-08-02 03:30:00,40Z000000006683S,0,"0,007",0,0,0,"0,015"
2023-08-02 03:30:00,40Z000000006684Q,"2,026",0,0,0,"0,29",0
2023-08-02 03:30:00,40Z000000006686M,0,"2,891","0,11",0,0,0
2023-08-02 03:30:00,40Z000000006687K,0,"2,938","0,358",0,0,0
2023-08-02 03:30:00,40Z000000006688I,0,"1,93",0,0,0,"0,09"
2023-08-02 03:30:00,40Z000000006689G,0,"3,859","0,408",0,0,0
2023-08-02 03:30:00,40Z000000006986A,0,"0,795","0,066",0,0,0
2023-08-02 03:30:00,40Z000000007315F,0,"11,683",0,0,0,"0,062"
2023-08-02 03:30:00,40Z000000008044F,0,"2,016","0,245",0,0,0
2023-08-02 03:30:00,40Z000000008046B,0,"1,146","0,112",0,0,0
2023-08-02 03:30:00,40Z0000000080479,0,0,0,0,0,0
2023-08-02 03:30:00,40Z000000009920P,0,"6,115","0,063",0,0,0
2023-08-02 03:30:00,40Z000000077651V,0,"1,171",0,0,0,"0,565"
2023-08-02 03:30:00,40Z000000081261V,0,"1,174",0,0,0,"0,57"
2023-08-02 03:30:00,40Z000000099310Z,"0,77",0,0,0,"0,1",0
2023-08-02 03:30:00,40Z000000099623J,"0,024",0,0,0,"0,004",0
2023-08-02 03:30:00,40Z0000007484327,0,"1,93",0,0,0,"0,1"
2023-08-02 03:30:00,40Z000000954315B,0,"1,147","0,088",0,0,0
2023-08-02 03:30:00,40Z000001027858V,0,"1,096","0,144",0,0,0
2023-08-02 03:30:00,40Z000001027876T,0,"1,131","0,153",0,0,0
2023-08-02 03:30:00,40Z000001027885S,0,"0,662",0,0,0,"0,463"
2023-08-02 03:30:00,40Z000001233161X,0,"0,408","0,041",0,0,0
2023-08-02 03:30:00,40Z0000013748268,0,"3,994","0,508",0,0,0
2023-08-02 03:30:00,40Z000007706314S,0,"9,45",0,0,0,"0,5"
2023-08-02 03:30:00,40Z000007706315Q,0,"5,07","0,17",0,0,0
2023-08-02 03:30:00,40Z0000078956113,0,0,0,0,"0,001",0
2023-08-02 03:30:00,40Z000007895723T,0,"0,511",0,0,0,"0,56"
2023-08-02 03:30:00,40Z0000081007898,0,"13,59",0,0,0,"0,58"
2023-08-02 03:30:00,40Z000008100791L,0,"0,05",0,0,0,"0,33"
2023-08-02 03:30:00,40Z0000379854267,0,"1,872","0,011",0,0,"0,009"
2023-08-02 03:30:00,40Z0000379854275,0,"5,049","0,005",0,0,"0,008"
2023-08-02 03:30:00,40Z000055640589A,0,0,0,0,0,0
2023-08-02 03:30:00,40Z000099531620J,0,"1,409","0,106",0,0,0
2023-08-02 03:30:00,40Z000099531621H,0,"1,823",0,0,0,"0,082"
2023-08-02 03:30:00,40Z000099531640D,0,"0,001","0,004",0,0,0
2023-08-02 03:30:00,40Z0001561011717,0,0,0,0,"0,051","0,031"
2023-08-02 03:30:00,40Z000156101300M,0,0,0,0,"0,054","0,027"
2023-08-02 03:30:00,40Z100001140176N,0,"0,7",0,0,0,"0,475"
2023-08-02 03:45:00,40Z000000186720U,0,"0,005",0,0,0,"0,028"
2023-08-02 03:45:00,40Z000001668245U,0,"0,004",0,0,0,"0,015"
2023-08-02 03:45:00,40Z000070752663N,"0,899",0,0,0,"0,01",0
2023-08-02 03:45:00,40Z000000006678L,0,"6,912",0,0,0,"0,804"
2023-08-02 03:45:00,40Z000000006679J,0,"2,342",0,0,0,"1,154"
2023-08-02 03:45:00,40Z000000006682U,0,0,0,0,0,0
2023-08-02 03:45:00,40Z000000006683S,0,"0,008",0,0,0,"0,015"
2023-08-02 03:45:00,40Z000000006684Q,"2,03",0,0,0,"0,292",0
2023-08-02 03:45:00,40Z000000006686M,0,"2,876","0,101",0,0,0
2023-08-02 03:45:00,40Z000000006687K,0,"2,924","0,348",0,0,0
2023-08-02 03:45:00,40Z000000006688I,0,"1,94",0,0,0,"0,1"
2023-08-02 03:45:00,40Z000000006689G,0,"3,886","0,406",0,0,0
2023-08-02 03:45:00,40Z000000006986A,0,"0,789","0,067",0,0,0
2023-08-02 03:45:00,40Z000000007315F,0,"11,968","0,008",0,0,"0,029"
2023-08-02 03:45:00,40Z000000008044F,0,"2,005","0,244",0,0,0
2023-08-02 03:45:00,40Z000000008046B,0,"1,147","0,111",0,0,0
2023-08-02 03:45:00,40Z0000000080479,0,0,0,0,0,0
2023-08-02 03:45:00,40Z000000009920P,0,"6,161","0,059",0,0,0
2023-08-02 03:45:00,40Z000000077651V,0,"1,173",0,0,0,"0,571"
2023-08-02 03:45:00,40Z000000081261V,0,"1,175",0,0,0,"0,574"
2023-08-02 03:45:00,40Z000000099310Z,"0,78",0,0,0,"0,09",0
2023-08-02 03:45:00,40Z000000099623J,"0,023",0,0,0,"0,004",0
2023-08-02 03:45:00,40Z0000007484327,0,"1,93",0,0,0,"0,09"
2023-08-02 03:45:00,40Z000000954315B,0,"1,15","0,087",0,0,0
2023-08-02 03:45:00,40Z000001027858V,0,"1,084","0,142",0,0,0
2023-08-02 03:45:00,40Z000001027876T,0,"1,119","0,151",0,0,0
2023-08-02 03:45:00,40Z000001027885S,0,"0,646",0,0,0,"0,471"
2023-08-02 03:45:00,40Z000001233161X,0,"0,409","0,042",0,0,0
2023-08-02 03:45:00,40Z0000013748268,0,"4,023","0,506",0,0,0
2023-08-02 03:45:00,40Z000007706314S,0,"9,39",0,0,0,"0,46"
2023-08-02 03:45:00,40Z000007706315Q,0,"5,04","0,15",0,0,0
2023-08-02 03:45:00,40Z0000078956113,0,0,0,0,0,0
2023-08-02 03:45:00,40Z000007895723T,0,"0,278",0,0,0,"0,568"
2023-08-02 03:45:00,40Z0000081007898,0,"13,58",0,0,0,"0,58"
2023-08-02 03:45:00,40Z000008100791L,0,"0,06",0,0,0,"0,33"
2023-08-02 03:45:00,40Z0000379854267,0,"1,797","0,009",0,0,"0,009"
2023-08-02 03:45:00,40Z0000379854275,0,"5,02",0,0,0,"0,018"
2023-08-02 03:45:00,40Z000055640589A,0,0,0,0,0,0
2023-08-02 03:45:00,40Z000099531620J,0,"1,412","0,104",0,0,0
2023-08-02 03:45:00,40Z000099531621H,0,"1,825",0,0,0,"0,084"
2023-08-02 03:45:00,40Z000099531640D,0,"0,001","0,005",0,0,0
2023-08-02 03:45:00,40Z0001561011717,0,0,0,0,"0,049","0,033"
2023-08-02 03:45:00,40Z000156101300M,0,0,0,0,"0,052","0,03"
2023-08-02 03:45:00,40Z100001140176N,0,"0,684",0,0,0,"0,482"
2023-08-02 04:00:00,40Z000000186720U,0,"0,004",0,0,0,"0,029"
2023-08-02 04:00:00,40Z000001668245U,0,"0,003",0,0,0,"0,014"
2023-08-02 04:00:00,40Z000070752663N,"0,9",0,0,0,"0,011",0
2023-08-02 04:00:00,40Z000000006678L,0,"6,882",0,0,0,"0,81"
2023-08-02 04:00:00,40Z000000006679J,0,"2,292",0,0,0,"1,162"
2023-08-02 04:00:00,40Z000000006682U,0,0,0,0,0,0
2023-08-02 04:00:00,40Z000000006683S,0,"0,007",0,0,0,"0,015"
2023-08-02 04:00:00,40Z000000006684Q,"2,033",0,0,0,"0,289",0
2023-08-02 04:00:00,40Z000000006686M,0,"2,847","0,094",0,0,0
2023-08-02 04:00:00,40Z000000006687K,0,"2,894","0,34",0,0,0
2023-08-02 04:00:00,40Z000000006688I,0,"1,93",0,0,0,"0,1"
2023-08-02 04:00:00,40Z000000006689G,0,"3,888","0,405",0,0,0
2023-08-02 04:00:00,40Z000000006986A,0,"0,788","0,07",0,0,0
2023-08-02 04:00:00,40Z000000007315F,0,"12,39","0,06",0,0,"0,001"
2023-08-02 04:00:00,40Z000000008044F,0,"2,011","0,254",0,0,0
2023-08-02 04:00:00,40Z000000008046B,0,"1,148","0,114",0,0,0
2023-08-02 04:00:00,40Z0000000080479,0,0,0,0,0,0
2023-08-02 04:00:00,40Z000000009920P,0,"6,258","0,043",0,0,0
2023-08-02 04:00:00,40Z000000077651V,0,"1,147",0,0,0,"0,575"
2023-08-02 04:00:00,40Z000000081261V,0,"1,149",0,0,0,"0,579"
2023-08-02 04:00:00,40Z000000099310Z,"0,77",0,0,0,"0,09",0
2023-08-02 04:00:00,40Z000000099623J,"0,024",0,0,0,"0,004",0
2023-08-02 04:00:00,40Z0000007484327,0,"1,92",0,0,0,"0,1"
2023-08-02 04:00:00,40Z000000954315B,0,"1,149","0,089",0,0,0
2023-08-02 04:00:00,40Z000001027858V,0,"1,075","0,141",0,0,0
2023-08-02 04:00:00,40Z000001027876T,0,"1,109","0,15",0,0,0
2023-08-02 04:00:00,40Z000001027885S,0,"0,637",0,0,0,"0,472"
2023-08-02 04:00:00,40Z000001233161X,0,"0,414","0,043",0,0,0
2023-08-02 04:00:00,40Z0000013748268,0,"4,025","0,504",0,0,0
2023-08-02 04:00:00,40Z000007706314S,0,"9,42",0,0,0,"0,44"
2023-08-02 04:00:00,40Z000007706315Q,0,5,"0,16",0,0,0
2023-08-02 04:00:00,40Z0000078956113,0,0,0,0,0,"0,001"
2023-08-02 04:00:00,40Z000007895723T,0,"0,442",0,0,0,"0,557"
2023-08-02 04:00:00,40Z0000081007898,0,"13,53",0,0,0,"0,59"
2023-08-02 04:00:00,40Z000008100791L,0,"0,05",0,0,0,"0,33"
2023-08-02 04:00:00,40Z0000379854267,0,"1,792","0,009",0,0,"0,009"
2023-08-02 04:00:00,40Z0000379854275,0,"4,968",0,0,0,"0,02"
2023-08-02 04:00:00,40Z000055640589A,0,0,0,0,0,0
2023-08-02 04:00:00,40Z000099531620J,0,"1,397","0,103",0,0,0
2023-08-02 04:00:00,40Z000099531621H,0,"1,808",0,0,0,"0,085"
2023-08-02 04:00:00,40Z000099531640D,0,0,"0,005",0,0,0
2023-08-02 04:00:00,40Z0001561011717,0,0,0,0,"0,047","0,035"
2023-08-02 04:00:00,40Z000156101300M,0,0,0,0,"0,056","0,026"
2023-08-02 04:00:00,40Z100001140176N,0,"0,674",0,0,0,"0,484"
2023-08-02 04:15:00,40Z000000186720U,0,"0,005",0,0,0,"0,029"
2023-08-02 04:15:00,40Z000001668245U,0,"0,004",0,0,0,"0,015"
2023-08-02 04:15:00,40Z000070752663N,"0,906",0,0,0,"0,011",0
2023-08-02 04:15:00,40Z000000006678L,0,"6,86",0,0,0,"0,831"
2023-08-02 04:15:00,40Z000000006679J,0,"2,256",0,0,0,"1,17"
2023-08-02 04:15:00,40Z000000006682U,0,0,0,0,0,0
2023-08-02 04:15:00,40Z000000006683S,0,"0,008",0,0,0,"0,014"
2023-08-02 04:15:00,40Z000000006684Q,"2,035",0,0,0,"0,294",0
2023-08-02 04:15:00,40Z000000006686M,0,"2,785","0,076",0,0,0
2023-08-02 04:15:00,40Z000000006687K,0,"2,831","0,323",0,0,0
2023-08-02 04:15:00,40Z000000006688I,0,"1,93",0,0,0,"0,1"
2023-08-02 04:15:00,40Z000000006689G,0,"3,88","0,404",0,0,0
2023-08-02 04:15:00,40Z000000006986A,0,"0,804","0,069",0,0,0
2023-08-02 04:15:00,40Z000000007315F,0,"12,458","0,073",0,0,0
2023-08-02 04:15:00,40Z000000008044F,0,"2,018","0,258",0,0,0
2023-08-02 04:15:00,40Z000000008046B,0,"1,143","0,114",0,0,0
2023-08-02 04:15:00,40Z0000000080479,0,0,0,0,0,0
2023-08-02 04:15:00,40Z000000009920P,0,"6,257","0,045",0,0,0
2023-08-02 04:15:00,40Z000000077651V,0,"1,129",0,0,0,"0,578"
2023-08-02 04:15:00,40Z000000081261V,0,"1,132",0,0,0,"0,582"
2023-08-02 04:15:00,40Z000000099310Z,"0,78",0,0,0,"0,09",0
2023-08-02 04:15:00,40Z000000099623J,"0,023",0,0,0,"0,004",0
2023-08-02 04:15:00,40Z0000007484327,0,"1,92",0,0,0,"0,09"
2023-08-02 04:15:00,40Z000000954315B,0,"1,145","0,089",0,0,0
2023-08-02 04:15:00,40Z000001027858V,0,"1,065","0,139",0,0,0
2023-08-02 04:15:00,40Z000001027876T,0,"1,099","0,147",0,0,0
2023-08-02 04:15:00,40Z000001027885S,0,"0,636",0,0,0,"0,471"
2023-08-02 04:15:00,40Z000001233161X,0,"0,401","0,04",0,0,0
2023-08-02 04:15:00,40Z0000013748268,0,"4,017","0,504",0,0,0
2023-08-02 04:15:00,40Z000007706314S,0,"9,3",0,0,0,"0,47"
2023-08-02 04:15:00,40Z000007706315Q,0,"4,96","0,15",0,0,0
2023-08-02 04:15:00,40Z0000078956113,0,0,0,0,0,0
2023-08-02 04:15:00,40Z000007895723T,0,"0,507",0,0,0,"0,549"
2023-08-02 04:15:00,40Z0000081007898,0,"13,39",0,0,0,"0,6"
2023-08-02 04:15:00,40Z000008100791L,0,"0,06",0,0,0,"0,34"
2023-08-02 04:15:00,40Z0000379854267,0,"1,787","0,008",0,0,"0,009"
2023-08-02 04:15:00,40Z0000379854275,0,"4,947","0,001",0,0,"0,032"
2023-08-02 04:15:00,40Z000055640589A,0,0,0,0,0,0
2023-08-02 04:15:00,40Z000099531620J,0,"1,398","0,102",0,0,0
2023-08-02 04:15:00,40Z000099531621H,0,"1,805",0,0,0,"0,085"
2023-08-02 04:15:00,40Z000099531640D,0,"0,001","0,005",0,0,0
2023-08-02 04:15:00,40Z0001561011717,0,0,0,0,"0,049","0,033"
2023-08-02 04:15:00,40Z000156101300M,0,0,0,0,"0,056","0,026"
2023-08-02 04:15:00,40Z100001140176N,0,"0,675",0,0,0,"0,482"
2023-08-02 04:30:00,40Z000000186720U,0,"0,004",0,0,0,"0,027"
2023-08-02 04:30:00,40Z000001668245U,0,"0,004",0,0,0,"0,015"
2023-08-02 04:30:00,40Z000070752663N,"0,906",0,0,0,"0,012",0
2023-08-02 04:30:00,40Z000000006678L,0,"6,837",0,0,0,"0,861"
2023-08-02 04:30:00,40Z000000006679J,0,"2,238",0,0,0,"1,176"
2023-08-02 04:30:00,40Z000000006682U,0,0,0,0,0,0
2023-08-02 04:30:00,40Z000000006683S,0,"0,007",0,0,0,"0,016"
2023-08-02 04:30:00,40Z000000006684Q,"2,039",0,0,0,"0,307",0
2023-08-02 04:30:00,40Z000000006686M,0,"2,799","0,071",0,0,0
2023-08-02 04:30:00,40Z000000006687K,0,"2,846","0,317",0,0,0
2023-08-02 04:30:00,40Z000000006688I,0,"1,92",0,0,0,"0,1"
2023-08-02 04:30:00,40Z000000006689G,0,"3,864","0,392",0,0,0
2023-08-02 04:30:00,40Z000000006986A,0,"0,906","0,061",0,0,0
2023-08-02 04:30:00,40Z000000007315F,0,"12,267","0,026",0,0,"0,013"
2023-08-02 04:30:00,40Z000000008044F,0,"2,014","0,247",0,0,0
2023-08-02 04:30:00,40Z000000008046B,0,"1,142","0,114",0,0,0
2023-08-02 04:30:00,40Z0000000080479,0,0,0,0,0,0
2023-08-02 04:30:00,40Z000000009920P,0,"6,21","0,039",0,0,0
2023-08-02 04:30:00,40Z000000077651V,0,"1,12",0,0,0,"0,582"
2023-08-02 04:30:00,40Z000000081261V,0,"1,122",0,0,0,"0,586"
2023-08-02 04:30:00,40Z000000099310Z,"0,78",0,0,0,"0,09",0
2023-08-02 04:30:00,40Z000000099623J,"0,024",0,0,0,"0,004",0
2023-08-02 04:30:00,40Z0000007484327,0,"1,92",0,0,0,"0,1"
2023-08-02 04:30:00,40Z000000954315B,0,"1,144","0,091",0,0,0
2023-08-02 04:30:00,40Z000001027858V,0,"1,059","0,133",0,0,0
2023-08-02 04:30:00,40Z000001027876T,0,"1,093","0,141",0,0,0
2023-08-02 04:30:00,40Z000001027885S,0,"0,634",0,0,0,"0,479"
2023-08-02 04:30:00,40Z000001233161X,0,"0,405","0,041",0,0,0
2023-08-02 04:30:00,40Z0000013748268,0,4,"0,49",0,0,0
2023-08-02 04:30:00,40Z000007706314S,0,"9,3",0,0,0,"0,51"
2023-08-02 04:30:00,40Z000007706315Q,0,"4,9","0,1",0,0,0
2023-08-02 04:30:00,40Z0000078956113,0,0,0,0,"0,001",0
2023-08-02 04:30:00,40Z000007895723T,0,"0,395",0,0,0,"0,552"
2023-08-02 04:30:00,40Z0000081007898,0,"13,34",0,0,0,"0,61"
2023-08-02 04:30:00,40Z000008100791L,0,"0,05",0,0,0,"0,33"
2023-08-02 04:30:00,40Z0000379854267,0,"1,805","0,009",0,0,"0,012"
2023-08-02 04:30:00,40Z0000379854275,0,"4,924",0,0,0,"0,061"
2023-08-02 04:30:00,40Z000055640589A,0,0,0,0,0,0
2023-08-02 04:30:00,40Z000099531620J,0,"1,399","0,098",0,0,0
2023-08-02 04:30:00,40Z000099531621H,0,"1,814",0,0,0,"0,09"
2023-08-02 04:30:00,40Z000099531640D,0,"0,001","0,005",0,0,0
2023-08-02 04:30:00,40Z0001561011717,0,0,0,0,"0,049","0,032"
2023-08-02 04:30:00,40Z000156101300M,0,0,0,0,"0,053","0,029"
2023-08-02 04:30:00,40Z100001140176N,0,"0,672",0,0,0,"0,49"
2023-08-02 04:45:00,40Z000000186720U,0,"0,004",0,0,0,"0,029"
2023-08-02 04:45:00,40Z000001668245U,0,"0,003",0,0,0,"0,014"
2023-08-02 04:45:00,40Z000070752663N,"0,905",0,0,0,"0,01",0
2023-08-02 04:45:00,40Z000000006678L,0,"6,813",0,0,0,"0,859"
2023-08-02 04:45:00,40Z000000006679J,0,"2,222",0,0,0,"1,167"
2023-08-02 04:45:00,40Z000000006682U,0,0,0,0,0,0
2023-08-02 04:45:00,40Z000000006683S,0,"0,008",0,0,0,"0,016"
2023-08-02 04:45:00,40Z000000006684Q,"2,035",0,0,0,"0,322",0
2023-08-02 04:45:00,40Z000000006686M,0,"2,796","0,057",0,0,0
2023-08-02 04:45:00,40Z000000006687K,0,"2,842","0,3",0,0,0
2023-08-02 04:45:00,40Z000000006688I,0,"1,9",0,0,0,"0,11"
2023-08-02 04:45:00,40Z000000006689G,0,"3,874","0,378",0,0,0
2023-08-02 04:45:00,40Z000000006986A,0,"0,82","0,054",0,0,0
2023-08-02 04:45:00,40Z000000007315F,0,"12,002","0,003",0,0,"0,05"
2023-08-02 04:45:00,40Z000000008044F,0,"2,023","0,245",0,0,0
2023-08-02 04:45:00,40Z000000008046B,0,"1,163","0,112",0,0,0
2023-08-02 04:45:00,40Z0000000080479,0,0,0,0,0,0
2023-08-02 04:45:00,40Z000000009920P,0,"6,095","0,031",0,0,"0,002"
2023-08-02 04:45:00,40Z000000077651V,0,"1,112",0,0,0,"0,578"
2023-08-02 04:45:00,40Z000000081261V,0,"1,115",0,0,0,"0,581"
2023-08-02 04:45:00,40Z000000099310Z,"0,77",0,0,0,"0,09",0
2023-08-02 04:45:00,40Z000000099623J,"0,023",0,0,0,"0,005",0
2023-08-02 04:45:00,40Z0000007484327,0,"1,9",0,0,0,"0,11"
2023-08-02 04:45:00,40Z000000954315B,0,"1,164","0,088",0,0,0
2023-08-02 04:45:00,40Z000001027858V,0,"1,04","0,125",0,0,0
2023-08-02 04:45:00,40Z000001027876T,0,"1,073","0,133",0,0,0
2023-08-02 04:45:00,40Z000001027885S,0,"0,638",0,0,0,"0,483"
2023-08-02 04:45:00,40Z000001233161X,0,"0,386","0,033",0,0,0
2023-08-02 04:45:00,40Z0000013748268,0,"4,01","0,475",0,0,0
2023-08-02 04:45:00,40Z000007706314S,0,"9,35",0,0,0,"0,53"
2023-08-02 04:45:00,40Z000007706315Q,0,"4,91","0,09",0,0,0
2023-08-02 04:45:00,40Z0000078956113,0,0,0,0,0,"0,001"
2023-08-02 04:45:00,40Z000007895723T,0,"0,38",0,0,0,"0,548"
2023-08-02 04:45:00,40Z0000081007898,0,"13,39",0,0,0,"0,65"
2023-08-02 04:45:00,40Z000008100791L,0,"0,06",0,0,0,"0,33"
2023-08-02 04:45:00,40Z0000379854267,0,"1,799","0,009",0,0,"0,013"
2023-08-02 04:45:00,40Z0000379854275,0,"4,929",0,0,0,"0,077"
2023-08-02 04:45:00,40Z000055640589A,0,0,0,0,0,0
2023-08-02 04:45:00,40Z000099531620J,0,"1,38","0,092",0,0,0
2023-08-02 04:45:00,40Z000099531621H,0,"1,784",0,0,0,"0,095"
2023-08-02 04:45:00,40Z000099531640D,0,"0,001","0,004",0,0,0
2023-08-02 04:45:00,40Z0001561011717,0,0,0,0,"0,05","0,032"
2023-08-02 04:45:00,40Z000156101300M,0,0,0,0,"0,057","0,023"
2023-08-02 04:45:00,40Z100001140176N,0,"0,676",0,0,0,"0,495"
2023-08-02 05:00:00,40Z000000186720U,0,"0,005",0,0,0,"0,029"
2023-08-02 05:00:00,40Z000001668245U,0,"0,004",0,0,0,"0,014"
2023-08-02 05:00:00,40Z000070752663N,"0,906",0,0,0,"0,013",0
2023-08-02 05:00:00,40Z000000006678L,0,"6,89",0,0,0,"0,837"
2023-08-02 05:00:00,40Z000000006679J,0,"2,236",0,0,0,"1,15"
2023-08-02 05:00:00,40Z000000006682U,0,0,0,0,0,0
2023-08-02 05:00:00,40Z000000006683S,0,"0,007",0,0,0,"0,016"
2023-08-02 05:00:00,40Z000000006684Q,"2,032",0,0,0,"0,321",0
2023-08-02 05:00:00,40Z000000006686M,0,"2,789","0,058",0,0,0
2023-08-02 05:00:00,40Z000000006687K,0,"2,835","0,302",0,0,0
2023-08-02 05:00:00,40Z000000006688I,0,"1,92",0,0,0,"0,11"
2023-08-02 05:00:00,40Z000000006689G,0,"3,855","0,375",0,0,0
2023-08-02 05:00:00,40Z000000006986A,0,"0,811","0,055",0,0,0
2023-08-02 05:00:00,40Z000000007315F,0,"12,22","0,009",0,0,"0,02"
2023-08-02 05:00:00,40Z000000008044F,0,"2,033","0,246",0,0,0
2023-08-02 05:00:00,40Z000000008046B,0,"1,167","0,114",0,0,0
2023-08-02 05:00:00,40Z0000000080479,0,0,0,0,0,0
2023-08-02 05:00:00,40Z000000009920P,0,"6,166","0,019",0,0,"0,004"
2023-08-02 05:00:00,40Z000000077651V,0,"1,119",0,0,0,"0,569"
2023-08-02 05:00:00,40Z000000081261V,0,"1,121",0,0,0,"0,572"
2023-08-02 05:00:00,40Z000000099310Z,"0,77",0,0,0,"0,09",0
2023-08-02 05:00:00,40Z000000099623J,"0,024",0,0,0,"0,004",0
2023-08-02 05:00:00,40Z0000007484327,0,"1,9",0,0,0,"0,1"
2023-08-02 05:00:00,40Z000000954315B,0,"1,169","0,089",0,0,0
2023-08-02 05:00:00,40Z000001027858V,0,"1,033","0,129",0,0,0
2023-08-02 05:00:00,40Z000001027876T,0,"1,066","0,138",0,0,0
2023-08-02 05:00:00,40Z000001027885S,0,"0,657",0,0,0,"0,473"
2023-08-02 05:00:00,40Z000001233161X,0,"0,377","0,025",0,0,0
2023-08-02 05:00:00,40Z0000013748268,0,"3,991","0,472",0,0,0
2023-08-02 05:00:00,40Z000007706314S,0,"9,3",0,0,0,"0,51"
2023-08-02 05:00:00,40Z000007706315Q,0,"4,93","0,08",0,0,0
2023-08-02 05:00:00,40Z0000078956113,0,0,0,0,0,0
2023-08-02 05:00:00,40Z000007895723T,"0,066","0,07",0,0,"0,231","0,318"
2023-08-02 05:00:00,40Z0000081007898,0,"13,39",0,0,0,"0,66"
2023-08-02 05:00:00,40Z000008100791L,0,"0,05",0,0,0,"0,33"
2023-08-02 05:00:00,40Z0000379854267,0,"1,77","0,012",0,0,"0,014"
2023-08-02 05:00:00,40Z0000379854275,0,"4,983",0,0,0,"0,055"
2023-08-02 05:00:00,40Z000055640589A,0,0,0,0,0,0
2023-08-02 05:00:00,40Z000099531620J,0,"1,393","0,096",0,0,0
2023-08-02 05:00:00,40Z000099531621H,0,"1,799",0,0,0,"0,093"
2023-08-02 05:00:00,40Z000099531640D,0,0,"0,004",0,0,0
2023-08-02 05:00:00,40Z0001561011717,0,0,0,0,"0,047","0,034"
2023-08-02 05:00:00,40Z000156101300M,0,0,0,0,"0,054","0,028"
2023-08-02 05:00:00,40Z100001140176N,0,"0,693",0,0,0,"0,483"
2023-08-02 05:15:00,40Z000000186720U,0,"0,004",0,0,0,"0,028"
2023-08-02 05:15:00,40Z000001668245U,0,"0,003",0,0,0,"0,015"
2023-08-02 05:15:00,40Z000070752663N,"0,905",0,0,0,"0,012",0
2023-08-02 05:15:00,40Z000000006678L,0,"6,831",0,0,0,"0,853"
2023-08-02 05:15:00,40Z000000006679J,0,"2,199",0,0,0,"1,151"
2023-08-02 05:15:00,40Z000000006682U,0,0,0,0,0,0
2023-08-02 05:15:00,40Z000000006683S,0,"0,007",0,0,0,"0,015"
2023-08-02 05:15:00,40Z000000006684Q,"2,028",0,0,0,"0,312",0
2023-08-02 05:15:00,40Z000000006686M,0,"2,802","0,067",0,0,0
2023-08-02 05:15:00,40Z000000006687K,0,"2,848","0,311",0,0,0
2023-08-02 05:15:00,40Z000000006688I,0,"1,91",0,0,0,"0,11"
2023-08-02 05:15:00,40Z000000006689G,0,"3,852","0,377",0,0,0
2023-08-02 05:15:00,40Z000000006986A,0,"0,809","0,054",0,0,0
2023-08-02 05:15:00,40Z000000007315F,0,"11,957","0,028",0,0,"0,026"
2023-08-02 05:15:00,40Z000000008044F,0,"2,036","0,248",0,0,0
2023-08-02 05:15:00,40Z000000008046B,0,"1,149","0,109",0,0,0
2023-08-02 05:15:00,40Z0000000080479,0,0,0,0,0,0
2023-08-02 05:15:00,40Z000000009920P,0,"6,166","0,012",0,0,"0,006"
2023-08-02 05:15:00,40Z000000077651V,0,"1,101",0,0,0,"0,569"
2023-08-02 05:15:00,40Z000000081261V,0,"1,103",0,0,0,"0,573"
2023-08-02 05:15:00,40Z000000099310Z,"0,77",0,0,0,"0,1",0
2023-08-02 05:15:00,40Z000000099623J,"0,024",0,0,0,"0,005",0
2023-08-02 05:15:00,40Z0000007484327,0,"1,91",0,0,0,"0,12"
2023-08-02 05:15:00,40Z000000954315B,0,"1,15","0,085",0,0,0
2023-08-02 05:15:00,40Z000001027858V,0,"1,021","0,129",0,0,0
2023-08-02 05:15:00,40Z000001027876T,0,"1,052","0,137",0,0,0
2023-08-02 05:15:00,40Z000001027885S,0,"0,657",0,0,0,"0,47"
2023-08-02 05:15:00,40Z000001233161X,0,"0,372","0,021",0,0,0
2023-08-02 05:15:00,40Z0000013748268,0,"3,988","0,474",0,0,0
2023-08-02 05:15:00,40Z000007706314S,0,"9,24",0,0,0,"0,52"
2023-08-02 05:15:00,40Z000007706315Q,0,"4,89","0,08",0,0,0
2023-08-02 05:15:00,40Z0000078956113,0,0,0,0,0,0
2023-08-02 05:15:00,40Z000007895723T,"0,343","0,001",0,0,"0,519","0,02"
2023-08-02 05:15:00,40Z0000081007898,0,"13,44",0,0,0,"0,62"
2023-08-02 05:15:00,40Z000008100791L,0,"0,06",0,0,0,"0,34"
2023-08-02 05:15:00,40Z0000379854267,0,"1,778","0,014",0,0,"0,01"
2023-08-02 05:15:00,40Z0000379854275,0,"4,987","0,001",0,0,"0,065"
2023-08-02 05:15:00,40Z000055640589A,0,0,0,0,0,0
2023-08-02 05:15:00,40Z000099531620J,0,"1,373","0,095",0,0,0
2023-08-02 05:15:00,40Z000099531621H,0,"1,777",0,0,0,"0,09"
2023-08-02 05:15:00,40Z000099531640D,0,"0,001","0,005",0,0,0
2023-08-02 05:15:00,40Z0001561011717,0,0,0,0,"0,048","0,034"
2023-08-02 05:15:00,40Z000156101300M,0,0,0,0,"0,053","0,028"
2023-08-02 05:15:00,40Z100001140176N,0,"0,696",0,0,0,"0,482"
2023-08-02 05:30:00,40Z000000186720U,0,"0,005",0,0,0,"0,029"
2023-08-02 05:30:00,40Z000001668245U,0,"0,004",0,0,0,"0,014"
